"","Tm","year","num_batters","BatAge","R.G","G","PA","AB","R","H","B2","B3","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS_plus","TB","GDP","HBP","SH","SF","IBB","LOB","playoffs"
"1138","SEA",2015,51,28.6,4.05,162,37.8456790123457,34.2222222222222,4.04938271604938,8.51234567901234,1.61728395061728,0.135802469135802,1.22222222222222,3.85185185185185,0.425925925925926,0.277777777777778,2.95061728395062,8.24691358024691,0.249,0.311,0.411,0.722,101,14.0679012345679,0.759259259259259,0.222222222222222,0.234567901234568,0.216049382716049,0.191358024691358,6.66666666666667,FALSE
"1139","SFG",2015,48,28.9,4.3,162,37.9814814814815,34.3518518518519,4.2962962962963,9.17283950617284,1.77777777777778,0.240740740740741,0.839506172839506,4.09259259259259,0.574074074074074,0.222222222222222,2.82098765432099,7.15432098765432,0.267,0.326,0.406,0.732,101,13.9506172839506,0.876543209876543,0.302469135802469,0.277777777777778,0.228395061728395,0.185185185185185,6.97530864197531,FALSE
"1140","STL",2015,46,28.4,3.99,162,37.8950617283951,33.8518518518519,3.99382716049383,8.55555555555556,1.77777777777778,0.240740740740741,0.845679012345679,3.82098765432099,0.425925925925926,0.234567901234568,3.12345679012346,7.82098765432099,0.253,0.321,0.394,0.716,95,13.3518518518519,0.790123456790123,0.407407407407407,0.240740740740741,0.259259259259259,0.290123456790123,7.11111111111111,TRUE
"1141","TBR",2015,51,28.5,3.98,162,37.4753086419753,33.858024691358,3.97530864197531,8.53703703703704,1.71604938271605,0.197530864197531,1.03086419753086,3.77777777777778,0.537037037037037,0.277777777777778,2.69135802469136,8.08641975308642,0.252,0.314,0.406,0.72,100,13.7407407407407,0.746913580246914,0.518518518518518,0.117283950617284,0.290123456790123,0.135802469135802,6.6358024691358,FALSE
"1142","TEX",2015,57,28.7,4.64,162,38.1913580246914,34.0185185185185,4.6358024691358,8.75925925925926,1.72222222222222,0.197530864197531,1.06172839506173,4.3641975308642,0.623456790123457,0.240740740740741,3.10493827160494,7.61111111111111,0.257,0.325,0.413,0.739,98,14.0617283950617,0.611111111111111,0.469135802469136,0.265432098765432,0.333333333333333,0.197530864197531,6.97530864197531,TRUE
"1143","TOR",2015,52,29.5,5.5,162,38.4691358024691,34.0061728395062,5.5,9.1358024691358,1.90123456790123,0.104938271604938,1.4320987654321,5.25925925925926,0.54320987654321,0.141975308641975,3.51851851851852,7.10493827160494,0.269,0.34,0.457,0.797,115,15.5432098765432,0.864197530864197,0.333333333333333,0.222222222222222,0.382716049382716,0.0740740740740741,6.52469135802469,TRUE
"1144","WSN",2015,44,28.4,4.34,162,37.7592592592593,33.5061728395062,4.33950617283951,8.41358024691358,1.6358024691358,0.0802469135802469,1.09259259259259,4.10493827160494,0.351851851851852,0.141975308641975,3.32716049382716,8.2962962962963,0.251,0.321,0.403,0.724,96,13.4876543209877,0.796296296296296,0.271604938271605,0.339506172839506,0.314814814814815,0.234567901234568,6.87654320987654,FALSE
"1145","ARI",2016,50,26.7,4.64,162,38.641975308642,34.9691358024691,4.64197530864198,9.12962962962963,1.75925925925926,0.345679012345679,1.17283950617284,4.37654320987654,0.845679012345679,0.191358024691358,2.85802469135802,8.80864197530864,0.261,0.32,0.432,0.752,93,15.0987654320988,0.722222222222222,0.308641975308642,0.265432098765432,0.234567901234568,0.265432098765432,6.87037037037037,FALSE
"1146","ATL",2016,60,28.9,4.03,161,38.4596273291925,34.2484472049689,4.03105590062112,8.72049689440994,1.83229813664596,0.167701863354037,0.757763975155279,3.81987577639752,0.46583850931677,0.211180124223602,3.11801242236025,7.70186335403727,0.255,0.321,0.384,0.705,89,13.1614906832298,0.900621118012422,0.366459627329193,0.397515527950311,0.322981366459627,0.372670807453416,7.20496894409938,FALSE
"1147","BAL",2016,47,28.5,4.59,162,37.5864197530864,34.0987654320988,4.59259259259259,8.72222222222222,1.6358024691358,0.037037037037037,1.56172839506173,4.38271604938272,0.117283950617284,0.0802469135802469,2.88888888888889,8.17283950617284,0.256,0.317,0.443,0.76,101,15.1172839506173,0.734567901234568,0.271604938271605,0.104938271604938,0.222222222222222,0.117283950617284,6.57407407407407,TRUE
"1148","BOS",2016,50,28.5,5.42,162,39.0123456790123,35,5.41975308641975,9.8641975308642,2.11728395061728,0.154320987654321,1.28395061728395,5.16049382716049,0.512345679012346,0.148148148148148,3.44444444444444,7.16049382716049,0.282,0.348,0.461,0.81,112,16.141975308642,0.845679012345679,0.265432098765432,0.0493827160493827,0.246913580246914,0.209876543209877,7.17283950617284,TRUE
"1149","CHC",2016,45,27.4,4.99,162,39.1049382716049,33.9691358024691,4.98765432098765,8.69753086419753,1.80864197530864,0.185185185185185,1.22839506172839,4.73456790123457,0.407407407407407,0.209876543209877,4.04938271604938,8.26543209876543,0.256,0.343,0.429,0.772,104,14.5617283950617,0.660493827160494,0.592592592592593,0.259259259259259,0.228395061728395,0.277777777777778,7.51234567901235,TRUE
"1150","CHW",2016,50,28.3,4.23,162,37.8456790123457,34.2592592592593,4.23456790123457,8.81481481481481,1.70987654320988,0.203703703703704,1.03703703703704,4.04938271604938,0.475308641975309,0.222222222222222,2.80864197530864,7.9320987654321,0.257,0.317,0.41,0.727,99,14.0432098765432,0.753086419753086,0.327160493827161,0.179012345679012,0.271604938271605,0.0987654320987654,6.82098765432099,FALSE
"1151","CIN",2016,52,27.8,4.42,162,37.6172839506173,33.8703703703704,4.41975308641975,8.66049382716049,1.70987654320988,0.203703703703704,1.01234567901235,4.18518518518519,0.858024691358025,0.314814814814815,2.79012345679012,7.92592592592593,0.256,0.316,0.408,0.724,91,13.8148148148148,0.796296296296296,0.320987654320988,0.358024691358025,0.271604938271605,0.228395061728395,6.25925925925926,FALSE
"1152","CLE",2016,48,29,4.83,161,38.2298136645963,34.0621118012422,4.82608695652174,8.91304347826087,1.91304347826087,0.180124223602484,1.14906832298137,4.5527950310559,0.832298136645963,0.192546583850932,3.29813664596273,7.73913043478261,0.262,0.329,0.43,0.759,96,14.6335403726708,0.850931677018634,0.304347826086957,0.192546583850932,0.372670807453416,0.0993788819875776,6.73291925465838,TRUE
"1153","COL",2016,47,27.8,5.22,162,38.4938271604938,34.6543209876543,5.21604938271605,9.53086419753086,1.96296296296296,0.290123456790123,1.25925925925926,4.96913580246914,0.407407407407407,0.240740740740741,3.04938271604938,8.20987654320988,0.275,0.336,0.457,0.794,97,15.8518518518519,0.697530864197531,0.246913580246914,0.333333333333333,0.209876543209877,0.216049382716049,6.72222222222222,FALSE
"1154","DET",2016,44,29.9,4.66,161,38.055900621118,34.3229813664596,4.6583850931677,9.16770186335404,1.56521739130435,0.186335403726708,1.31055900621118,4.46583850931677,0.360248447204969,0.180124223602484,3.06211180124224,8.09316770186335,0.267,0.331,0.438,0.769,106,15.0372670807453,0.838509316770186,0.329192546583851,0.105590062111801,0.236024844720497,0.198757763975155,6.86335403726708,FALSE
"1155","HOU",2016,43,26.4,4.47,162,38.2962962962963,34.2283950617284,4.46913580246914,8.43827160493827,1.7962962962963,0.179012345679012,1.22222222222222,4.25308641975309,0.62962962962963,0.271604938271605,3.41975308641975,8.96296296296296,0.247,0.319,0.417,0.735,103,14.2592592592593,0.827160493827161,0.290123456790123,0.166666666666667,0.191358024691358,0.191358024691358,6.7037037037037,FALSE
"1156","KCR",2016,42,28.5,4.17,162,37.358024691358,34.2716049382716,4.16666666666667,8.95061728395062,1.62962962962963,0.203703703703704,0.907407407407407,3.95061728395062,0.746913580246914,0.216049382716049,2.35802469135802,7.55555555555556,0.261,0.312,0.4,0.712,90,13.7098765432099,0.827160493827161,0.277777777777778,0.234567901234568,0.209876543209877,0.141975308641975,6.47530864197531,FALSE
"1157","LAA",2016,53,28.5,4.43,162,37.2901234567901,33.5246913580247,4.42592592592593,8.7037037037037,1.72222222222222,0.123456790123457,0.962962962962963,4.23456790123457,0.450617283950617,0.209876543209877,2.90740740740741,6.11728395061728,0.26,0.322,0.405,0.726,100,13.5617283950617,0.907407407407407,0.314814814814815,0.222222222222222,0.302469135802469,0.12962962962963,6.40123456790123,FALSE
"1158","LAD",2016,55,28.9,4.48,162,38.0493827160494,34.0617283950617,4.47530864197531,8.49382716049383,1.67901234567901,0.12962962962963,1.16666666666667,4.19753086419753,0.277777777777778,0.160493827160494,3.24074074074074,8.15432098765432,0.249,0.319,0.409,0.728,95,13.9320987654321,0.740740740740741,0.358024691358025,0.185185185185185,0.197530864197531,0.191358024691358,6.82716049382716,TRUE
"1159","MIA",2016,53,28.3,4.07,161,38.0993788819876,34.4534161490683,4.06832298136646,9.06832298136646,1.60869565217391,0.260869565217391,0.795031055900621,3.88819875776398,0.440993788819876,0.173913043478261,2.77639751552795,7.53416149068323,0.263,0.322,0.394,0.716,96,13.583850931677,0.869565217391304,0.335403726708075,0.285714285714286,0.236024844720497,0.248447204968944,7.27329192546584,FALSE
"1160","MIL",2016,50,27.5,4.14,162,37.4135802469136,32.9012345679012,4.14197530864198,8.01851851851852,1.53703703703704,0.117283950617284,1.19753086419753,3.95679012345679,1.11728395061728,0.345679012345679,3.69753086419753,9.52469135802469,0.244,0.322,0.407,0.729,92,13.3827160493827,0.808641975308642,0.228395061728395,0.327160493827161,0.240740740740741,0.209876543209877,6.61111111111111,FALSE
"1161","MIN",2016,49,26.9,4.46,162,38.5493827160494,34.679012345679,4.45679012345679,8.69753086419753,1.77777777777778,0.216049382716049,1.23456790123457,4.25925925925926,0.561728395061728,0.197530864197531,3.16666666666667,8.80246913580247,0.251,0.316,0.421,0.738,98,14.6111111111111,0.592592592592593,0.271604938271605,0.166666666666667,0.265432098765432,0.148148148148148,6.93827160493827,FALSE
"1162","NYM",2016,46,29.5,4.14,162,37.7469135802469,33.6975308641975,4.14197530864198,8.28395061728395,1.48148148148148,0.117283950617284,1.34567901234568,4.00617283950617,0.259259259259259,0.111111111111111,3.19135802469136,8.03703703703704,0.246,0.316,0.417,0.733,97,14.037037037037,0.759259259259259,0.382716049382716,0.216049382716049,0.253086419753086,0.265432098765432,6.91358024691358,TRUE
"1163","NYY",2016,53,30.1,4.2,162,37.4012345679012,33.6913580246914,4.19753086419753,8.50617283950617,1.51234567901235,0.123456790123457,1.12962962962963,3.99382716049383,0.444444444444444,0.135802469135802,2.9320987654321,7.33333333333333,0.252,0.315,0.405,0.72,91,13.6543209876543,0.746913580246914,0.259259259259259,0.12962962962963,0.302469135802469,0.117283950617284,6.77777777777778,FALSE
"1164","OAK",2016,51,28.7,4.03,162,37.1728395061728,33.9506172839506,4.03086419753086,8.34567901234568,1.66666666666667,0.12962962962963,1.04320987654321,3.91358024691358,0.308641975308642,0.141975308641975,2.7283950617284,7.0679012345679,0.246,0.304,0.395,0.699,91,13.4012345679012,0.876543209876543,0.203703703703704,0.0802469135802469,0.209876543209877,0.117283950617284,6.39506172839506,FALSE
"1165","PHI",2016,49,26.9,3.77,162,36.9876543209877,33.5432098765432,3.76543209876543,8.05555555555556,1.42592592592593,0.216049382716049,0.993827160493827,3.54320987654321,0.592592592592593,0.277777777777778,2.61728395061728,8.49382716049383,0.24,0.301,0.384,0.685,82,12.8950617283951,0.691358024691358,0.358024691358025,0.283950617283951,0.185185185185185,0.203703703703704,6.43827160493827,FALSE
"1166","PIT",2016,55,28.9,4.5,162,38.6481481481481,34.2098765432099,4.5,8.80246913580247,1.70987654320988,0.197530864197531,0.944444444444444,4.2962962962963,0.679012345679012,0.277777777777778,3.46296296296296,8.23456790123457,0.257,0.332,0.402,0.734,96,13.7407407407407,0.820987654320988,0.5,0.253086419753086,0.222222222222222,0.240740740740741,7.24074074074074,FALSE
"1167","SDP",2016,58,28.1,4.23,162,37.0432098765432,33.4506172839506,4.23456790123457,7.87037037037037,1.58641975308642,0.160493827160494,1.09259259259259,4.03703703703704,0.771604938271605,0.277777777777778,2.7716049382716,9.25925925925926,0.235,0.299,0.39,0.689,86,13.0555555555556,0.574074074074074,0.358024691358025,0.222222222222222,0.222222222222222,0.185185185185185,5.95679012345679,FALSE
"1168","SEA",2016,54,30.5,4.74,162,38.4382716049383,34.462962962963,4.74074074074074,8.92592592592593,1.54938271604938,0.104938271604938,1.37654320987654,4.53703703703704,0.345679012345679,0.172839506172839,3.12345679012346,7.95061728395062,0.259,0.326,0.43,0.756,106,14.8148148148148,0.851851851851852,0.444444444444444,0.148148148148148,0.253086419753086,0.179012345679012,6.78395061728395,FALSE
"1169","SFG",2016,45,29.2,4.41,162,38.7098765432099,34.3518518518519,4.41358024691358,8.87037037037037,1.72839506172839,0.333333333333333,0.802469135802469,4.16666666666667,0.487654320987654,0.222222222222222,3.53086419753086,6.83333333333333,0.258,0.329,0.398,0.728,97,13.6728395061728,0.740740740740741,0.259259259259259,0.259259259259259,0.283950617283951,0.265432098765432,7.33333333333333,TRUE
"1170","STL",2016,41,28.5,4.81,162,38.4135802469136,34.2469135802469,4.80864197530864,8.73456790123457,1.84567901234568,0.197530864197531,1.38888888888889,4.59876543209877,0.216049382716049,0.160493827160494,3.24691358024691,8.1358024691358,0.255,0.325,0.442,0.767,104,15.141975308642,0.722222222222222,0.432098765432099,0.228395061728395,0.253086419753086,0.172839506172839,6.87037037037037,FALSE
"1171","TBR",2016,48,27.7,4.15,162,37.320987654321,33.8333333333333,4.14814814814815,8.2283950617284,1.77777777777778,0.197530864197531,1.33333333333333,3.99382716049383,0.37037037037037,0.228395061728395,2.7716049382716,9.14814814814815,0.243,0.307,0.426,0.733,100,14.4012345679012,0.54320987654321,0.425925925925926,0.111111111111111,0.172839506172839,0.123456790123457,6.54320987654321,FALSE
"1172","TEX",2016,52,28.4,4.72,162,37.5864197530864,34.1049382716049,4.72222222222222,8.92592592592593,1.58641975308642,0.141975308641975,1.32716049382716,4.60493827160494,0.611111111111111,0.222222222222222,2.69135802469136,7.53086419753086,0.262,0.322,0.433,0.755,96,14.7777777777778,0.703703703703704,0.432098765432099,0.111111111111111,0.246913580246914,0.141975308641975,6.40740740740741,TRUE
"1173","TOR",2016,49,30,4.69,162,38.4753086419753,33.820987654321,4.68518518518519,8.38271604938272,1.7037037037037,0.111111111111111,1.3641975308642,4.49382716049383,0.333333333333333,0.148148148148148,3.90123456790123,8.40740740740741,0.248,0.33,0.426,0.755,101,14.4012345679012,0.944444444444444,0.339506172839506,0.160493827160494,0.246913580246914,0.0987654320987654,6.91358024691358,TRUE
"1174","WSN",2016,43,28.8,4.71,162,38.2777777777778,33.8888888888889,4.70987654320988,8.66049382716049,1.65432098765432,0.179012345679012,1.25308641975309,4.53703703703704,0.746913580246914,0.240740740740741,3.30864197530864,7.72839506172839,0.256,0.326,0.426,0.751,96,14.4320987654321,0.62962962962963,0.395061728395062,0.296296296296296,0.388888888888889,0.302469135802469,6.82098765432099,TRUE
"1175","ARI",2017,45,28.3,5.01,162,38.4197530864198,34.1049382716049,5.01234567901235,8.67283950617284,1.93827160493827,0.240740740740741,1.35802469135802,4.79012345679012,0.635802469135803,0.185185185185185,3.5679012345679,8.98765432098766,0.254,0.329,0.445,0.774,94,15.1666666666667,0.654320987654321,0.333333333333333,0.240740740740741,0.166666666666667,0.271604938271605,6.90123456790123,TRUE
"1176","ATL",2017,49,28.7,4.52,162,38.3703703703704,34.4691358024691,4.51851851851852,9.05555555555556,1.78395061728395,0.160493827160494,1.01851851851852,4.35802469135802,0.475308641975309,0.191358024691358,2.92592592592593,7.30864197530864,0.263,0.326,0.412,0.738,92,14.216049382716,0.845679012345679,0.407407407407407,0.364197530864198,0.197530864197531,0.351851851851852,6.95679012345679,FALSE
"1177","BAL",2017,50,28.6,4.59,162,37.9012345679012,34.8765432098765,4.58641975308642,9.0679012345679,1.66049382716049,0.0740740740740741,1.4320987654321,4.40123456790123,0.197530864197531,0.0802469135802469,2.41975308641975,8.71604938271605,0.26,0.312,0.435,0.747,100,15.1728395061728,0.851851851851852,0.308641975308642,0.0617283950617284,0.228395061728395,0.0740740740740741,6.42592592592593,FALSE
"1178","BOS",2017,49,27.3,4.85,162,39.1234567901235,34.9938271604938,4.84567901234568,9.01851851851852,1.8641975308642,0.117283950617284,1.03703703703704,4.53703703703704,0.654320987654321,0.191358024691358,3.52469135802469,7.55555555555556,0.258,0.329,0.407,0.736,92,14.2283950617284,0.87037037037037,0.327160493827161,0.0555555555555556,0.222222222222222,0.296296296296296,7,TRUE
"1179","CHC",2017,47,27.1,5.07,162,38.7839506172839,33.9259259259259,5.07407407407407,8.65432098765432,1.69135802469136,0.179012345679012,1.37654320987654,4.84567901234568,0.382716049382716,0.191358024691358,3.83950617283951,8.64814814814815,0.255,0.338,0.437,0.775,99,14.8333333333333,0.827160493827161,0.506172839506173,0.296296296296296,0.197530864197531,0.333333333333333,7.08024691358025,TRUE
"1180","CHW",2017,51,26.7,4.36,162,37.4012345679012,34.0308641975309,4.35802469135802,8.71604938271605,1.58024691358025,0.228395061728395,1.14814814814815,4.1358024691358,0.438271604938272,0.191358024691358,2.47530864197531,8.62345679012346,0.256,0.314,0.417,0.731,96,14.1975308641975,0.765432098765432,0.469135802469136,0.216049382716049,0.203703703703704,0.104938271604938,6.51234567901235,FALSE
"1181","CIN",2017,47,27.1,4.65,162,38.3518518518519,33.8518518518519,4.64814814814815,8.58024691358025,1.53703703703704,0.234567901234568,1.35185185185185,4.41358024691358,0.740740740740741,0.240740740740741,3.48765432098765,8.2037037037037,0.253,0.329,0.433,0.761,97,14.641975308642,0.716049382716049,0.444444444444444,0.308641975308642,0.259259259259259,0.253086419753086,7.00617283950617,FALSE
"1182","CLE",2017,41,28,5.05,162,38.4814814814815,34.0185185185185,5.04938271604938,8.94444444444444,2.05555555555556,0.179012345679012,1.30864197530864,4.81481481481481,0.54320987654321,0.141975308641975,3.7283950617284,7.11728395061728,0.263,0.339,0.449,0.788,104,15.283950617284,0.771604938271605,0.308641975308642,0.141975308641975,0.277777777777778,0.185185185185185,7.14814814814815,TRUE
"1183","COL",2017,41,28.3,5.09,162,38.2777777777778,34.1604938271605,5.08641975308642,9.32098765432099,1.80864197530864,0.234567901234568,1.18518518518519,4.89506172839506,0.364197530864198,0.209876543209877,3.2037037037037,8.69135802469136,0.273,0.338,0.444,0.781,90,15.1543209876543,0.882716049382716,0.271604938271605,0.382716049382716,0.253086419753086,0.283950617283951,6.71604938271605,TRUE
"1184","DET",2017,49,29.6,4.54,162,37.962962962963,34.2962962962963,4.53703703703704,8.85802469135803,1.78395061728395,0.216049382716049,1.15432098765432,4.31481481481481,0.401234567901235,0.209876543209877,3.10493827160494,8.10493827160494,0.258,0.324,0.424,0.748,98,14.537037037037,0.790123456790123,0.320987654320988,0.0679012345679012,0.166666666666667,0.12962962962963,6.81481481481481,FALSE
"1185","HOU",2017,46,28.8,5.53,162,38.7098765432099,34.6358024691358,5.53086419753086,9.75925925925926,2.1358024691358,0.123456790123457,1.46913580246914,5.27160493827161,0.604938271604938,0.259259259259259,3.14197530864198,6.70987654320988,0.282,0.346,0.478,0.823,123,16.5493827160494,0.858024691358025,0.432098765432099,0.0679012345679012,0.376543209876543,0.166666666666667,6.75308641975309,TRUE
"1186","KCR",2017,49,28.9,4.33,162,37.2037037037037,34.1728395061728,4.33333333333333,8.8641975308642,1.60493827160494,0.148148148148148,1.19135802469136,4.07407407407407,0.561728395061728,0.191358024691358,2.40740740740741,7.19753086419753,0.259,0.311,0.42,0.731,93,14.3395061728395,0.987654320987654,0.277777777777778,0.104938271604938,0.228395061728395,0.117283950617284,6.2037037037037,FALSE
"1187","LAA",2017,55,30,4.38,162,37.4876543209877,33.4259259259259,4.38271604938272,8.11111111111111,1.54938271604938,0.0864197530864197,1.14814814814815,4.18518518518519,0.839506172839506,0.271604938271605,3.2283950617284,7.39506172839506,0.243,0.315,0.397,0.712,92,13.2777777777778,0.87037037037037,0.432098765432099,0.104938271604938,0.283950617283951,0.185185185185185,6.37654320987654,FALSE
"1188","LAD",2017,52,27.9,4.75,162,38.2160493827161,33.3827160493827,4.75308641975309,8.31481481481481,1.92592592592593,0.123456790123457,1.3641975308642,4.50617283950617,0.475308641975309,0.172839506172839,4.00617283950617,8.51851851851852,0.249,0.334,0.437,0.771,104,14.5802469135802,0.734567901234568,0.395061728395062,0.191358024691358,0.234567901234568,0.253086419753086,7.07407407407407,TRUE
"1189","MIA",2017,43,28.4,4.8,162,38.5679012345679,34.5802469135802,4.80246913580247,9.24074074074074,1.67283950617284,0.191358024691358,1.19753086419753,4.58641975308642,0.561728395061728,0.185185185185185,3,7.91358024691358,0.267,0.331,0.431,0.761,107,14.8888888888889,0.734567901234568,0.41358024691358,0.308641975308642,0.253086419753086,0.296296296296296,6.97530864197531,FALSE
"1190","MIL",2017,50,27.4,4.52,162,37.8703703703704,33.7469135802469,4.51851851851852,8.41358024691358,1.64814814814815,0.135802469135802,1.38271604938272,4.29012345679012,0.790123456790123,0.253086419753086,3.37654320987654,9.69753086419753,0.249,0.322,0.429,0.751,94,14.4814814814815,0.716049382716049,0.327160493827161,0.259259259259259,0.160493827160494,0.209876543209877,6.71604938271605,FALSE
"1191","MIN",2017,52,27,5.03,162,38.6481481481481,34.3024691358025,5.03086419753086,8.91358024691358,1.76543209876543,0.191358024691358,1.27160493827161,4.82098765432099,0.58641975308642,0.172839506172839,3.66049382716049,8.28395061728395,0.26,0.334,0.434,0.768,104,14.8765432098765,0.648148148148148,0.283950617283951,0.160493827160494,0.240740740740741,0.160493827160494,7.08024691358025,TRUE
"1192","NYM",2017,52,28.8,4.54,162,38.0802469135802,34.0123456790123,4.53703703703704,8.51234567901234,1.76543209876543,0.172839506172839,1.38271604938272,4.40123456790123,0.358024691358025,0.141975308641975,3.26543209876543,7.96913580246914,0.25,0.32,0.434,0.755,101,14.7716049382716,0.728395061728395,0.351851851851852,0.222222222222222,0.228395061728395,0.191358024691358,6.78395061728395,FALSE
"1193","NYY",2017,51,28.6,5.3,162,39.2222222222222,34.5308641975309,5.2962962962963,9.03086419753086,1.64197530864198,0.141975308641975,1.48765432098765,5.0679012345679,0.555555555555556,0.135802469135802,3.80246913580247,8.55555555555556,0.262,0.339,0.447,0.785,105,15.4197530864198,0.734567901234568,0.395061728395062,0.111111111111111,0.345679012345679,0.135802469135802,7.30864197530864,TRUE
"1194","OAK",2017,54,28.7,4.56,162,37.8148148148148,33.7283950617284,4.56172839506173,8.2962962962963,1.88271604938272,0.0925925925925926,1.44444444444444,4.37037037037037,0.351851851851852,0.135802469135802,3.48765432098765,9.2037037037037,0.246,0.319,0.436,0.755,104,14.6975308641975,0.796296296296296,0.265432098765432,0.0802469135802469,0.246913580246914,0.0925925925925926,6.6358024691358,FALSE
"1195","PHI",2017,51,26.6,4.26,162,37.858024691358,34.1666666666667,4.25925925925926,8.53086419753086,1.77160493827161,0.222222222222222,1.07407407407407,4.03703703703704,0.364197530864198,0.154320987654321,3.04938271604938,8.74691358024691,0.25,0.315,0.409,0.723,89,13.9691358024691,0.790123456790123,0.290123456790123,0.12962962962963,0.222222222222222,0.154320987654321,6.66049382716049,FALSE
"1196","PIT",2017,47,28.2,4.12,162,37.8765432098765,33.6913580246914,4.12345679012346,8.21604938271605,1.53703703703704,0.222222222222222,0.932098765432099,3.91975308641975,0.41358024691358,0.222222222222222,3.2037037037037,7.48765432098765,0.244,0.318,0.386,0.704,86,12.9938271604938,0.740740740740741,0.54320987654321,0.259259259259259,0.172839506172839,0.240740740740741,6.96913580246914,FALSE
"1197","SDP",2017,52,26.2,3.73,162,36.7530864197531,33.0617283950617,3.7283950617284,7.72222222222222,1.40123456790123,0.191358024691358,1.16666666666667,3.55555555555556,0.549382716049383,0.203703703703704,2.83950617283951,9.25308641975309,0.234,0.299,0.393,0.692,83,13.0061728395062,0.611111111111111,0.327160493827161,0.320987654320988,0.203703703703704,0.123456790123457,6.40123456790123,FALSE
"1198","SEA",2017,61,29.5,4.63,162,38.0617283950617,34.2654320987654,4.62962962962963,8.8641975308642,1.73456790123457,0.104938271604938,1.23456790123457,4.40740740740741,0.549382716049383,0.216049382716049,3.00617283950617,7.82098765432099,0.259,0.325,0.424,0.749,103,14.5123456790123,0.808641975308642,0.481481481481481,0.0864197530864197,0.216049382716049,0.191358024691358,6.69135802469136,FALSE
"1199","SFG",2017,49,29.5,3.94,162,37.8827160493827,34.2654320987654,3.94444444444444,8.53086419753086,1.79012345679012,0.172839506172839,0.790123456790123,3.77777777777778,0.469135802469136,0.209876543209877,2.88271604938272,7.4320987654321,0.249,0.309,0.38,0.689,81,13.037037037037,0.839506172839506,0.222222222222222,0.191358024691358,0.320987654320988,0.228395061728395,6.74691358024691,FALSE
"1200","STL",2017,48,28,4.7,162,38.3888888888889,33.7654320987654,4.69753086419753,8.65432098765432,1.75308641975309,0.172839506172839,1.20987654320988,4.49382716049383,0.5,0.191358024691358,3.66049382716049,8.32098765432099,0.256,0.334,0.426,0.76,99,14.3827160493827,0.858024691358025,0.401234567901235,0.290123456790123,0.271604938271605,0.222222222222222,6.90123456790123,FALSE
"1201","TBR",2017,53,28.3,4.28,162,37.9444444444444,33.8148148148148,4.28395061728395,8.2716049382716,1.39506172839506,0.197530864197531,1.40740740740741,4.14197530864198,0.54320987654321,0.209876543209877,3.3641975308642,9.49382716049383,0.245,0.317,0.422,0.739,99,14.283950617284,0.709876543209877,0.339506172839506,0.0987654320987654,0.296296296296296,0.203703703703704,6.87654320987654,FALSE
"1202","TEX",2017,51,28.3,4.93,162,37.7901234567901,33.5185185185185,4.9320987654321,8.18518518518519,1.57407407407407,0.12962962962963,1.46296296296296,4.66666666666667,0.697530864197531,0.271604938271605,3.35802469135802,9.21604938271605,0.244,0.32,0.43,0.75,91,14.4074074074074,0.679012345679012,0.5,0.166666666666667,0.240740740740741,0.111111111111111,6.26543209876543,FALSE
"1203","TOR",2017,60,30.9,4.28,162,37.9876543209877,33.9444444444444,4.27777777777778,8.14814814814815,1.66049382716049,0.0308641975308642,1.37037037037037,4.08024691358025,0.327160493827161,0.148148148148148,3.34567901234568,8.19135802469136,0.24,0.312,0.412,0.724,91,13.9814814814815,0.944444444444444,0.314814814814815,0.154320987654321,0.216049382716049,0.0740740740740741,6.5679012345679,FALSE
"1204","WSN",2017,49,29.2,5.06,162,38.358024691358,34.2777777777778,5.05555555555556,9.11728395061728,1.91975308641975,0.191358024691358,1.32716049382716,4.91358024691358,0.666666666666667,0.185185185185185,3.34567901234568,8.19135802469136,0.266,0.332,0.449,0.782,99,15.4012345679012,0.716049382716049,0.191358024691358,0.265432098765432,0.277777777777778,0.345679012345679,6.7962962962963,TRUE
"1205","ARI",2018,49,29.2,4.28,162,38.0061728395062,33.7037037037037,4.27777777777778,7.91975308641975,1.59876543209877,0.308641975308642,1.08641975308642,4.06172839506173,0.487654320987654,0.154320987654321,3.45679012345679,9.01234567901234,0.235,0.31,0.397,0.707,86,13.3950617283951,0.679012345679012,0.320987654320988,0.234567901234568,0.277777777777778,0.222222222222222,6.7037037037037,FALSE
"1206","ATL",2018,58,27.3,4.69,162,38.5864197530864,34.4567901234568,4.68518518518519,8.84567901234568,1.93827160493827,0.179012345679012,1.08024691358025,4.42592592592593,0.555555555555556,0.222222222222222,3.15432098765432,7.96296296296296,0.257,0.324,0.417,0.742,98,14.3827160493827,0.611111111111111,0.407407407407407,0.302469135802469,0.265432098765432,0.327160493827161,7.05555555555556,TRUE
"1207","BAL",2018,56,28.4,3.84,162,37.2469135802469,33.9938271604938,3.83950617283951,8.12962962962963,1.49382716049383,0.0925925925925926,1.16049382716049,3.66049382716049,0.5,0.135802469135802,2.60493827160494,8.71604938271605,0.239,0.298,0.391,0.689,89,13.2901234567901,0.814814814814815,0.351851851851852,0.0802469135802469,0.216049382716049,0.117283950617284,6.33950617283951,FALSE
