"","Tm","year","num_batters","BatAge","R.G","G","PA","AB","R","H","B2","B3","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS_plus","TB","GDP","HBP","SH","SF","IBB","LOB","playoffs"
"215","KCR",1983,38,30.2,4.27,163,37.319018404908,34.3435582822086,4.26993865030675,9.29447852760736,1.67484662576687,0.331288343558282,0.668711656441718,4.00613496932515,1.11656441717791,0.288343558282209,2.43558282208589,4.42944785276074,0.271,0.32,0.397,0.717,97,13.638036809816,0.754601226993865,0.141104294478528,0.196319018404908,0.202453987730061,0.251533742331288,6.52147239263804,FALSE
"216","LAD",1983,40,28.1,4.01,163,37.6073619631902,33.3742331288344,4.01226993865031,8.33128834355828,1.20858895705521,0.208588957055215,0.895705521472393,3.76073619631902,1.01840490797546,0.466257668711656,3.31901840490798,5.67484662576687,0.25,0.318,0.379,0.697,94,12.6441717791411,0.687116564417178,0.134969325153374,0.52760736196319,0.245398773006135,0.374233128834356,6.77300613496933,TRUE
"217","MIL",1983,36,29.7,4.72,162,38.5185185185185,34.6913580246914,4.71604938271605,9.60493827160494,1.73456790123457,0.351851851851852,0.814814814814815,4.51851851851852,0.623456790123457,0.302469135802469,2.9320987654321,4.10493827160494,0.277,0.333,0.418,0.751,112,14.4876543209877,0.833333333333333,0.166666666666667,0.376543209876543,0.351851851851852,0.314814814814815,6.98765432098765,FALSE
"218","MIN",1983,35,26,4.38,162,38.0925925925926,34.5740740740741,4.37654320987654,9.03086419753086,1.72839506172839,0.253086419753086,0.87037037037037,4.14197530864198,0.271604938271605,0.179012345679012,2.88271604938272,4.95061728395062,0.261,0.319,0.401,0.72,95,13.8765432098765,0.925925925925926,0.179012345679012,0.179012345679012,0.277777777777778,0.166666666666667,6.90123456790123,FALSE
"219","MON",1983,41,28.4,4.15,163,38.6073619631902,34.4233128834356,4.15337423312883,9.0920245398773,1.82208588957055,0.251533742331288,0.625766871165644,3.87730061349693,0.846625766871166,0.269938650306748,3.12269938650307,4.49693251533742,0.264,0.326,0.386,0.713,98,13.2944785276074,0.815950920245399,0.233128834355828,0.478527607361963,0.349693251533742,0.466257668711656,7.44171779141104,FALSE
"220","NYM",1983,40,27.6,3.55,162,37.0925925925926,33.6049382716049,3.54938271604938,8.11111111111111,1.06172839506173,0.160493827160494,0.691358024691358,3.34567901234568,0.87037037037037,0.395061728395062,2.69135802469136,6.3641975308642,0.241,0.3,0.344,0.644,79,11.5679012345679,0.697530864197531,0.191358024691358,0.407407407407407,0.197530864197531,0.333333333333333,6.42592592592593,FALSE
"221","NYY",1983,40,30.7,4.75,162,38.7592592592593,34.7592592592593,4.75308641975309,9.47530864197531,1.66049382716049,0.246913580246914,0.944444444444444,4.49382716049383,0.518518518518518,0.259259259259259,3.29012345679012,4.23456790123457,0.273,0.337,0.416,0.753,110,14.462962962963,0.91358024691358,0.228395061728395,0.228395061728395,0.253086419753086,0.222222222222222,7.20987654320988,FALSE
"222","OAK",1983,43,28.1,4.37,162,38.1975308641975,34.0493827160494,4.37037037037037,8.9320987654321,1.46296296296296,0.172839506172839,0.746913580246914,4.08641975308642,1.45061728395062,0.604938271604938,3.23456790123457,5.38271604938272,0.262,0.326,0.381,0.708,101,12.9814814814815,0.790123456790123,0.191358024691358,0.339506172839506,0.382716049382716,0.290123456790123,6.75308641975309,FALSE
"223","PHI",1983,44,31.8,4.27,163,38.1472392638037,33.2883435582822,4.26993865030675,8.29447852760736,1.28220858895706,0.276073619631902,0.766871165644172,3.98159509202454,0.877300613496933,0.460122699386503,3.92638036809816,5.55828220858896,0.249,0.329,0.373,0.702,96,12.4294478527607,0.809815950920245,0.159509202453988,0.49079754601227,0.282208588957055,0.460122699386503,7.07975460122699,TRUE
"224","PIT",1983,38,28.7,4.07,162,38.1234567901235,34.141975308642,4.0679012345679,9.01234567901234,1.46913580246914,0.179012345679012,0.746913580246914,3.77777777777778,0.765432098765432,0.475308641975309,3.0679012345679,5.38888888888889,0.264,0.325,0.383,0.708,94,13.0802469135802,0.746913580246914,0.117283950617284,0.518518518518518,0.234567901234568,0.388888888888889,7.04938271604938,FALSE
"225","SDP",1983,41,27.4,4.01,163,37.8098159509202,33.9079754601227,4.00613496932515,8.49079754601227,1.26993865030675,0.208588957055215,0.570552147239264,3.6319018404908,1.09815950920245,0.411042944785276,2.95705521472393,5.04294478527607,0.25,0.311,0.351,0.661,86,11.8895705521472,0.742331288343558,0.122699386503067,0.54601226993865,0.276073619631902,0.49079754601227,6.76687116564417,FALSE
"226","SEA",1983,41,26.6,3.44,162,36.462962962963,32.9382716049383,3.44444444444444,7.90123456790123,1.52469135802469,0.191358024691358,0.685185185185185,3.30864197530864,0.888888888888889,0.493827160493827,2.83950617283951,5.18518518518519,0.24,0.301,0.36,0.661,79,11.8641975308642,0.697530864197531,0.148148148148148,0.246913580246914,0.277777777777778,0.191358024691358,6.38271604938272,FALSE
"227","SFG",1983,41,28,4.24,162,37.8271604938272,33.141975308642,4.24074074074074,8.17283950617284,1.27160493827161,0.185185185185185,0.876543209876543,3.93827160493827,0.864197530864197,0.481481481481481,3.82098765432099,6.11111111111111,0.247,0.325,0.375,0.701,97,12.4444444444444,0.796296296296296,0.172839506172839,0.395061728395062,0.283950617283951,0.388888888888889,6.81481481481481,FALSE
"228","STL",1983,42,27.5,4.19,162,38.5308641975309,34.2592592592593,4.19135802469136,9.23456790123457,1.61728395061728,0.388888888888889,0.512345679012346,3.92592592592593,1.27777777777778,0.549382716049383,3.35185185185185,5.42592592592593,0.27,0.335,0.384,0.719,99,13.1666666666667,0.722222222222222,0.148148148148148,0.444444444444444,0.302469135802469,0.407407407407407,7.25308641975309,FALSE
"229","TEX",1983,37,28.7,3.92,163,37.8036809815951,34.4171779141104,3.92024539877301,8.76687116564417,1.48466257668712,0.202453987730061,0.650306748466258,3.60122699386503,0.730061349693252,0.368098159509202,2.71165644171779,4.70552147239264,0.255,0.31,0.366,0.677,89,12.6073619631902,0.754601226993865,0.177914110429448,0.233128834355828,0.257668711656442,0.202453987730061,6.83435582822086,FALSE
"230","TOR",1983,33,27.6,4.91,162,38.3518518518519,34.4506172839506,4.90740740740741,9.54320987654321,1.65432098765432,0.358024691358025,1.03086419753086,4.61728395061728,0.808641975308642,0.444444444444444,3.14814814814815,5,0.277,0.338,0.436,0.774,107,15.0061728395062,0.722222222222222,0.197530864197531,0.222222222222222,0.333333333333333,0.271604938271605,6.82716049382716,FALSE
"231","ATL",1984,38,27.8,3.9,162,37.6975308641975,33.4691358024691,3.90123456790123,8.25925925925926,1.44444444444444,0.166666666666667,0.685185185185185,3.5679012345679,0.864197530864197,0.524691358024691,3.42592592592593,5.53086419753086,0.247,0.317,0.361,0.678,85,12.0925925925926,0.697530864197531,0.123456790123457,0.395061728395062,0.277777777777778,0.432098765432099,7.01851851851852,FALSE
"232","BAL",1984,37,29.9,4.2,162,38.1913580246914,33.679012345679,4.2037037037037,8.48148148148148,1.44444444444444,0.141975308641975,0.987654320987654,3.99382716049383,0.314814814814815,0.222222222222222,3.82716049382716,5.45679012345679,0.252,0.328,0.391,0.719,102,13.1728395061728,0.820987654320988,0.135802469135802,0.277777777777778,0.265432098765432,0.296296296296296,7.42592592592593,FALSE
"233","BOS",1984,33,29.2,5,162,38.5864197530864,34.8641975308642,5,9.8641975308642,1.59876543209877,0.277777777777778,1.11728395061728,4.73456790123457,0.234567901234568,0.154320987654321,3.08641975308642,5.19753086419753,0.283,0.341,0.441,0.782,111,15.3703703703704,0.91358024691358,0.123456790123457,0.222222222222222,0.283950617283951,0.296296296296296,6.96296296296296,FALSE
"234","CAL",1984,37,31.7,4.3,162,38.0617283950617,33.7654320987654,4.2962962962963,8.41358024691358,1.30246913580247,0.185185185185185,0.925925925925926,4.00617283950617,0.493827160493827,0.314814814814815,3.4320987654321,5.72839506172839,0.249,0.319,0.381,0.7,94,12.8641975308642,0.864197530864197,0.179012345679012,0.401234567901235,0.283950617283951,0.203703703703704,6.77777777777778,FALSE
"235","CHC",1984,40,29.4,4.73,161,38.1552795031056,33.7701863354037,4.73291925465838,8.7888198757764,1.49068322981366,0.291925465838509,0.84472049689441,4.36645962732919,0.956521739130435,0.409937888198758,3.52173913043478,6.00621118012422,0.26,0.331,0.397,0.727,98,13.3975155279503,0.633540372670807,0.180124223602484,0.366459627329193,0.316770186335404,0.428571428571429,6.94409937888199,TRUE
"236","CHW",1984,40,28.7,4.19,162,38,34.0308641975309,4.19135802469136,8.39506172839506,1.38888888888889,0.234567901234568,1.06172839506173,3.95061728395062,0.672839506172839,0.302469135802469,3.2283950617284,5.45061728395062,0.247,0.314,0.395,0.709,92,13.4382716049383,0.685185185185185,0.240740740740741,0.228395061728395,0.271604938271605,0.265432098765432,6.77160493827161,FALSE
"237","CIN",1984,43,29.3,3.87,162,38.2777777777778,33.9382716049383,3.87037037037037,8.28395061728395,1.46913580246914,0.185185185185185,0.654320987654321,3.5679012345679,0.987654320987654,0.388888888888889,3.49382716049383,6.03703703703704,0.244,0.313,0.356,0.669,85,12.0864197530864,0.611111111111111,0.0740740740740741,0.438271604938272,0.327160493827161,0.382716049382716,7.08641975308642,FALSE
"238","CLE",1984,40,27.3,4.67,163,39.1104294478528,34.6196319018405,4.66871165644172,9.19018404907975,1.36196319018405,0.239263803680982,0.754601226993865,4.31901840490798,0.773006134969325,0.47239263803681,3.68098159509202,5,0.265,0.335,0.384,0.719,98,13.2944785276074,0.840490797546012,0.165644171779141,0.226993865030675,0.411042944785276,0.208588957055215,7.26993865030675,FALSE
"239","DET",1984,35,28.4,5.12,162,39.3518518518519,34.8395061728395,5.11728395061728,9.43827160493827,1.5679012345679,0.283950617283951,1.15432098765432,4.8641975308642,0.654320987654321,0.419753086419753,3.71604938271605,5.80864197530864,0.271,0.342,0.432,0.774,114,15.037037037037,0.62962962962963,0.209876543209877,0.296296296296296,0.277777777777778,0.314814814814815,7.49382716049383,TRUE
"240","HOU",1984,36,30.1,4.28,162,38.2777777777778,34.2469135802469,4.27777777777778,9.04320987654321,1.37037037037037,0.41358024691358,0.487654320987654,3.95061728395062,0.648148148148148,0.376543209876543,3.04938271604938,5.16666666666667,0.264,0.323,0.371,0.694,102,12.7037037037037,0.54320987654321,0.104938271604938,0.537037037037037,0.339506172839506,0.351851851851852,7.16049382716049,FALSE
"241","KCR",1984,36,29.4,4.15,162,37.4382716049383,34.2160493827161,4.15432098765432,9.17901234567901,1.66049382716049,0.320987654320988,0.722222222222222,3.94444444444444,0.654320987654321,0.395061728395062,2.46913580246914,5.1358024691358,0.268,0.317,0.399,0.716,98,13.6481481481481,0.790123456790123,0.148148148148148,0.253086419753086,0.339506172839506,0.240740740740741,6.61111111111111,TRUE
"242","LAD",1984,38,26.9,3.58,162,37.2962962962963,33.3271604938272,3.58024691358025,8.12345679012346,1.31481481481481,0.141975308641975,0.62962962962963,3.2716049382716,0.672839506172839,0.425925925925926,3.01234567901235,5.11728395061728,0.244,0.306,0.348,0.654,86,11.6111111111111,0.740740740740741,0.0864197530864197,0.567901234567901,0.296296296296296,0.345679012345679,6.6358024691358,FALSE
"243","MIL",1984,36,29.7,3.98,161,37.6211180124224,34.2298136645963,3.98136645962733,8.98136645962733,1.44099378881988,0.22360248447205,0.596273291925466,3.71428571428571,0.322981366459627,0.354037267080745,2.6832298136646,4.18012422360248,0.262,0.317,0.37,0.686,93,12.6583850931677,0.944099378881988,0.161490683229814,0.260869565217391,0.285714285714286,0.217391304347826,6.75155279503106,FALSE
"244","MIN",1984,39,25.7,4.15,162,37.6975308641975,34.3333333333333,4.15432098765432,9.09259259259259,1.59876543209877,0.203703703703704,0.703703703703704,3.92592592592593,0.240740740740741,0.185185185185185,2.69753086419753,4.53703703703704,0.265,0.318,0.385,0.703,91,13.2098765432099,0.851851851851852,0.148148148148148,0.160493827160494,0.358024691358025,0.277777777777778,6.94444444444444,FALSE
"245","MON",1984,43,28.8,3.68,161,37.527950310559,33.7826086956522,3.6832298136646,8.49068322981366,1.50310559006211,0.22360248447205,0.596273291925466,3.43478260869565,0.813664596273292,0.236024844720497,2.91925465838509,4.85714285714286,0.251,0.312,0.362,0.674,93,12.2298136645963,0.627329192546584,0.15527950310559,0.459627329192547,0.211180124223602,0.31055900621118,7.13664596273292,FALSE
"246","NYM",1984,40,27.2,4.02,162,37.4444444444444,33.5679012345679,4.02469135802469,8.64197530864197,1.45061728395062,0.154320987654321,0.660493827160494,3.74691358024691,0.919753086419753,0.333333333333333,3.08641975308642,6.17901234567901,0.257,0.32,0.369,0.689,95,12.3827160493827,0.814814814814815,0.123456790123457,0.364197530864198,0.302469135802469,0.450617283950617,6.83333333333333,FALSE
"247","NYY",1984,41,29.6,4.68,162,39.2345679012346,34.9444444444444,4.67901234567901,9.62962962962963,1.69753086419753,0.197530864197531,0.802469135802469,4.47530864197531,0.382716049382716,0.234567901234568,3.2962962962963,4.15432098765432,0.276,0.339,0.404,0.743,109,14.1296296296296,0.907407407407407,0.234567901234568,0.395061728395062,0.364197530864198,0.253086419753086,7.51234567901235,FALSE
"248","OAK",1984,37,29.8,4.56,162,38.0308641975309,33.6851851851852,4.55555555555556,8.73456790123457,1.58641975308642,0.179012345679012,0.975308641975309,4.30246913580247,0.895061728395062,0.395061728395062,3.50617283950617,5.37654320987654,0.259,0.327,0.404,0.731,109,13.6049382716049,0.716049382716049,0.135802469135802,0.228395061728395,0.475308641975309,0.179012345679012,6.88271604938272,FALSE
"249","PHI",1984,39,28.7,4.44,162,38.7901234567901,34.6543209876543,4.44444444444444,9.22222222222222,1.53086419753086,0.314814814814815,0.907407407407407,4.15432098765432,1.14814814814815,0.37037037037037,3.42592592592593,6.69135802469136,0.266,0.333,0.407,0.74,106,14.1049382716049,0.864197530864197,0.179012345679012,0.240740740740741,0.283950617283951,0.37037037037037,7.32716049382716,FALSE
"250","PIT",1984,37,28.3,3.8,162,37.7716049382716,34.179012345679,3.7962962962963,8.71604938271605,1.46296296296296,0.203703703703704,0.604938271604938,3.61728395061728,0.592592592592593,0.382716049382716,2.7037037037037,5.19135802469136,0.255,0.31,0.363,0.672,89,12.4012345679012,0.808641975308642,0.117283950617284,0.5,0.271604938271605,0.290123456790123,6.69135802469136,FALSE
"251","SDP",1984,31,28.3,4.23,162,37.7716049382716,33.9753086419753,4.23456790123457,8.7962962962963,1.27777777777778,0.259259259259259,0.672839506172839,3.88271604938272,0.938271604938272,0.419753086419753,2.91358024691358,5,0.259,0.317,0.371,0.688,94,12.6111111111111,0.814814814814815,0.148148148148148,0.395061728395062,0.339506172839506,0.432098765432099,6.7037037037037,TRUE
"252","SEA",1984,40,27.1,4.21,162,38.3703703703704,34.2345679012346,4.20987654320988,8.82098765432099,1.50617283950617,0.209876543209877,0.796296296296296,3.91975308641975,0.716049382716049,0.382716049382716,3.2037037037037,5.37654320987654,0.258,0.324,0.384,0.708,97,13.1358024691358,0.623456790123457,0.259259259259259,0.407407407407407,0.234567901234568,0.216049382716049,7.30864197530864,FALSE
"253","SFG",1984,39,29.1,4.21,162,38.8456790123457,34.8765432098765,4.20987654320988,9.25308641975309,1.41358024691358,0.160493827160494,0.691358024691358,3.98765432098765,0.777777777777778,0.469135802469136,3.25925925925926,6.04938271604938,0.265,0.328,0.375,0.702,100,13.0617283950617,0.87037037037037,0.104938271604938,0.314814814814815,0.271604938271605,0.271604938271605,7.33333333333333,FALSE
"254","STL",1984,41,28.1,4.02,162,37.5987654320988,33.537037037037,4.02469135802469,8.45061728395062,1.38888888888889,0.271604938271605,0.462962962962963,3.76543209876543,1.35802469135802,0.438271604938272,3.18518518518519,5.7037037037037,0.252,0.317,0.351,0.668,90,11.7716049382716,0.740740740740741,0.141975308641975,0.419753086419753,0.283950617283951,0.302469135802469,6.7962962962963,FALSE
"255","TEX",1984,35,28.4,4.07,161,37.888198757764,34.5900621118012,4.07453416149068,9.01863354037267,1.40993788819876,0.180124223602484,0.745341614906832,3.83850931677019,0.503105590062112,0.31055900621118,2.60869565217391,5.01242236024845,0.261,0.313,0.377,0.689,88,13.0248447204969,0.807453416149068,0.124223602484472,0.291925465838509,0.267080745341615,0.22360248447205,6.77018633540373,FALSE
"256","TOR",1984,33,27.6,4.6,163,38.5644171779141,34.8895705521472,4.60122699386503,9.5398773006135,1.68711656441718,0.417177914110429,0.877300613496933,4.30674846625767,1.1840490797546,0.411042944785276,2.82208588957055,5.00613496932515,0.273,0.331,0.421,0.752,104,14.6932515337423,0.558282208588957,0.319018404907975,0.214723926380368,0.300613496932515,0.282208588957055,7.22085889570552,FALSE
"257","ATL",1985,33,28.1,3.9,162,38.320987654321,34.1111111111111,3.90123456790123,8.38888888888889,1.31481481481481,0.172839506172839,0.777777777777778,3.69135802469136,0.444444444444444,0.320987654320988,3.41358024691358,5.24074074074074,0.246,0.315,0.363,0.678,86,12.3827160493827,0.950617283950617,0.135802469135802,0.401234567901235,0.253086419753086,0.345679012345679,7.17901234567901,FALSE
"258","BAL",1985,38,29.6,5.08,161,38.583850931677,34.2670807453416,5.08074534161491,9.01242236024845,1.45341614906832,0.136645962732919,1.32919254658385,4.80124223602484,0.428571428571429,0.267080745341615,3.75155279503106,5.63975155279503,0.263,0.336,0.43,0.765,111,14.7267080745342,0.819875776397516,0.118012422360248,0.192546583850932,0.248447204968944,0.186335403726708,6.98136645962733,FALSE
"259","BOS",1985,36,29.5,4.91,163,39.3865030674847,35.0920245398773,4.9079754601227,9.9079754601227,1.79141104294479,0.190184049079755,0.993865030674847,4.66257668711656,0.404907975460123,0.165644171779141,3.4478527607362,5.00613496932515,0.282,0.347,0.429,0.776,108,15.0613496932515,1.00613496932515,0.184049079754601,0.306748466257669,0.349693251533742,0.239263803680982,7.61349693251534,FALSE
"260","CAL",1985,41,32.2,4.52,162,38.6604938271605,33.5925925925926,4.51851851851852,8.41975308641975,1.32716049382716,0.191358024691358,0.944444444444444,4.22839506172839,0.654320987654321,0.314814814814815,4,5.5679012345679,0.251,0.333,0.386,0.719,97,12.962962962963,0.851851851851852,0.240740740740741,0.611111111111111,0.216049382716049,0.314814814814815,7.19135802469136,FALSE
"261","CHC",1985,40,30.2,4.23,162,38.1296296296296,33.9012345679012,4.23456790123457,8.62345679012346,1.47530864197531,0.172839506172839,0.925925925925926,3.95061728395062,1.12345679012346,0.302469135802469,3.46913580246914,5.78395061728395,0.254,0.324,0.39,0.714,91,13.2222222222222,0.734567901234568,0.111111111111111,0.407407407407407,0.240740740740741,0.382716049382716,7.08024691358025,FALSE
"262","CHW",1985,42,27.6,4.52,163,37.3558282208589,33.558282208589,4.51533742331288,8.50306748466258,1.51533742331288,0.226993865030675,0.895705521472393,4.26380368098159,0.662576687116564,0.343558282208589,2.88957055214724,5.17177914110429,0.253,0.315,0.392,0.707,90,13.159509202454,0.730061349693252,0.263803680981595,0.361963190184049,0.276073619631902,0.245398773006135,6.19018404907975,FALSE
"263","CIN",1985,37,31.4,4.18,162,37.9320987654321,33.5246913580247,4.17901234567901,8.54938271604938,1.53703703703704,0.209876543209877,0.703703703703704,3.91358024691358,0.981481481481482,0.432098765432099,3.55555555555556,5.28395061728395,0.255,0.327,0.376,0.703,94,12.6172839506173,0.839506172839506,0.141975308641975,0.444444444444444,0.253086419753086,0.444444444444444,7,FALSE
"264","CLE",1985,38,28,4.5,162,37.7839506172839,34.1172839506173,4.5,9.04320987654321,1.5679012345679,0.191358024691358,0.716049382716049,4.25308641975309,0.814814814814815,0.444444444444444,3.03703703703704,5.04320987654321,0.265,0.324,0.385,0.709,95,13.141975308642,0.858024691358025,0.0925925925925926,0.234567901234568,0.296296296296296,0.160493827160494,6.59259259259259,FALSE
"265","DET",1985,36,29.5,4.53,161,38.6521739130435,34.6273291925466,4.52795031055901,8.77639751552795,1.5776397515528,0.279503105590062,1.25465838509317,4.36645962732919,0.46583850931677,0.254658385093168,3.26708074534162,5.75155279503106,0.253,0.318,0.424,0.742,103,14.6770186335404,0.503105590062112,0.167701863354037,0.248447204968944,0.329192546583851,0.347826086956522,7.09316770186335,FALSE
"266","HOU",1985,38,29.9,4.36,162,38.2222222222222,34.4567901234568,4.35802469135802,8.99382716049383,1.61111111111111,0.259259259259259,0.746913580246914,4.11111111111111,0.592592592592593,0.345679012345679,2.94444444444444,5.38888888888889,0.261,0.319,0.388,0.707,100,13.3641975308642,0.783950617283951,0.141975308641975,0.407407407407407,0.271604938271605,0.388888888888889,6.89506172839506,FALSE
"267","KCR",1985,35,30.9,4.24,162,37.6234567901235,33.9506172839506,4.24074074074074,8.54320987654321,1.61111111111111,0.302469135802469,0.950617283950617,4.05555555555556,0.790123456790123,0.296296296296296,2.91975308641975,5.18518518518519,0.252,0.313,0.401,0.714,95,13.6111111111111,0.771604938271605,0.222222222222222,0.271604938271605,0.253086419753086,0.351851851851852,6.52469135802469,TRUE
"268","LAD",1985,41,27.7,4.21,162,38.4197530864198,33.962962962963,4.20987654320988,8.85185185185185,1.39506172839506,0.172839506172839,0.796296296296296,3.90123456790123,0.839506172839506,0.358024691358025,3.32716049382716,5.22222222222222,0.261,0.328,0.382,0.71,102,12.9814814814815,0.666666666666667,0.191358024691358,0.641975308641975,0.283950617283951,0.425925925925926,7.32716049382716,TRUE
"269","MIL",1985,39,29.9,4.29,161,38.2484472049689,34.583850931677,4.28571428571429,9.11180124223602,1.5527950310559,0.273291925465839,0.627329192546584,3.95031055900621,0.428571428571429,0.211180124223602,2.8695652173913,4.63354037267081,0.263,0.319,0.379,0.698,92,13.0931677018634,0.900621118012422,0.118012422360248,0.335403726708075,0.341614906832298,0.204968944099379,7.01863354037267,FALSE
"270","MIN",1985,36,26.3,4.35,162,37.8271604938272,34.0061728395062,4.35185185185185,8.96913580246914,1.74074074074074,0.253086419753086,0.87037037037037,4.18518518518519,0.419753086419753,0.271604938271605,3.09876543209877,4.80864197530864,0.264,0.326,0.407,0.733,96,13.8271604938272,0.722222222222222,0.191358024691358,0.240740740740741,0.290123456790123,0.222222222222222,7.06172839506173,FALSE
"271","MON",1985,44,27.7,3.93,161,37.5962732919255,33.7204968944099,3.93167701863354,8.33540372670807,1.50310559006211,0.304347826086957,0.732919254658385,3.6832298136646,1.04968944099379,0.478260869565217,3.05590062111801,5.46583850931677,0.247,0.31,0.375,0.685,96,12.6459627329193,0.695652173913043,0.161490683229814,0.37888198757764,0.279503105590062,0.453416149068323,6.59006211180124,FALSE
"272","NYM",1985,38,28.1,4.29,162,38.5679012345679,34.2530864197531,4.29012345679012,8.7962962962963,1.47530864197531,0.216049382716049,0.827160493827161,4.01851851851852,0.722222222222222,0.327160493827161,3.37037037037037,5.38271604938272,0.257,0.323,0.385,0.708,99,13.1851851851852,0.808641975308642,0.123456790123457,0.549382716049383,0.271604938271605,0.54320987654321,7.09259259259259,FALSE
"273","NYY",1985,39,28.8,5.21,161,38.7329192546584,33.9006211180124,5.2111801242236,9.05590062111801,1.68944099378882,0.192546583850932,1.09316770186335,4.92546583850932,0.962732919254658,0.329192546583851,3.85093167701863,4.7888198757764,0.267,0.344,0.425,0.769,112,14.4099378881988,0.739130434782609,0.31055900621118,0.298136645962733,0.372670807453416,0.31055900621118,6.98757763975155,FALSE
"274","OAK",1985,36,29.6,4.67,162,38.3641975308642,34.4506172839506,4.67283950617284,9.10493827160494,1.41975308641975,0.209876543209877,0.95679012345679,4.25925925925926,0.722222222222222,0.358024691358025,3.1358024691358,5.31481481481481,0.264,0.325,0.401,0.726,105,13.8148148148148,0.790123456790123,0.0987654320987654,0.388888888888889,0.290123456790123,0.179012345679012,6.62345679012346,FALSE
"275","PHI",1985,37,27.9,4.12,162,37.7901234567901,33.8086419753086,4.11728395061728,8.29012345679012,1.46913580246914,0.290123456790123,0.87037037037037,3.87654320987654,0.753086419753086,0.314814814814815,3.25308641975309,6.75925925925926,0.245,0.312,0.383,0.695,92,12.9506172839506,0.765432098765432,0.154320987654321,0.302469135802469,0.271604938271605,0.314814814814815,6.78395061728395,FALSE
"276","PIT",1985,43,28.2,3.53,161,37.8819875776397,33.7639751552795,3.52795031055901,8.32298136645963,1.55900621118012,0.173913043478261,0.496894409937888,3.32298136645963,0.683229813664596,0.372670807453416,3.19254658385093,5.22981366459627,0.247,0.311,0.347,0.658,85,11.7204968944099,0.813664596273292,0.0869565217391304,0.565217391304348,0.273291925465839,0.397515527950311,7.03105590062112,FALSE
"277","SDP",1985,33,29.7,4.01,162,37.962962962963,33.9938271604938,4.01234567901235,8.67283950617284,1.48765432098765,0.172839506172839,0.672839506172839,3.7716049382716,0.37037037037037,0.240740740740741,3.16666666666667,4.99382716049383,0.255,0.32,0.368,0.688,93,12.5246913580247,0.790123456790123,0.141975308641975,0.462962962962963,0.197530864197531,0.419753086419753,7.1358024691358,FALSE
"278","SEA",1985,42,26.9,4.44,162,38.179012345679,34.0802469135802,4.43827160493827,8.7037037037037,1.70987654320988,0.234567901234568,1.05555555555556,4.23456790123457,0.580246913580247,0.216049382716049,3.48148148148148,5.81481481481481,0.255,0.326,0.412,0.738,101,14.0493827160494,0.907407407407407,0.191358024691358,0.172839506172839,0.253086419753086,0.222222222222222,7.05555555555556,FALSE
"279","SFG",1985,36,27.7,3.43,162,37.4259259259259,33.4567901234568,3.4320987654321,7.7962962962963,1.33950617283951,0.191358024691358,0.709876543209877,3.19135802469136,0.611111111111111,0.339506172839506,3.01234567901235,5.93827160493827,0.233,0.299,0.348,0.648,85,11.6481481481481,0.746913580246914,0.228395061728395,0.574074074074074,0.154320987654321,0.327160493827161,6.72839506172839,FALSE
"280","STL",1985,37,27.6,4.61,162,38.1604938271605,33.7469135802469,4.61111111111111,8.92592592592593,1.51234567901235,0.364197530864198,0.537037037037037,4.24074074074074,1.93827160493827,0.592592592592593,3.61728395061728,5.26543209876543,0.264,0.335,0.379,0.714,100,12.7777777777778,0.561728395061728,0.111111111111111,0.432098765432099,0.253086419753086,0.376543209876543,6.82098765432099,TRUE
"281","TEX",1985,43,29.1,3.83,161,37.2981366459627,33.2981366459627,3.83229813664596,8.44099378881988,1.32298136645963,0.254658385093168,0.801242236024845,3.59006211180124,0.807453416149068,0.472049689440994,3.29192546583851,5.08695652173913,0.253,0.322,0.381,0.703,91,12.6770186335404,0.84472049689441,0.204968944099379,0.211180124223602,0.279503105590062,0.186335403726708,6.83229813664596,FALSE
"282","TOR",1985,40,27.7,4.71,161,37.9316770186335,34.2111801242236,4.71428571428571,9.20496894409938,1.74534161490683,0.329192546583851,0.981366459627329,4.43478260869565,0.894409937888199,0.478260869565217,3.12422360248447,5.01242236024845,0.269,0.331,0.425,0.757,103,14.5527950310559,0.751552795031056,0.186335403726708,0.130434782608696,0.273291925465839,0.273291925465839,6.62732919254658,TRUE
"283","ATL",1986,36,29.7,3.82,161,37.695652173913,33.4409937888199,3.81987577639752,8.37267080745342,1.49689440993789,0.149068322981366,0.857142857142857,3.57142857142857,0.577639751552795,0.472049689440994,3.3416149068323,5.61490683229814,0.25,0.319,0.381,0.7,89,12.7391304347826,0.770186335403727,0.149068322981366,0.490683229813665,0.260869565217391,0.385093167701863,7.11180124223602,FALSE
"284","BAL",1986,41,29.8,4.37,162,38.2901234567901,34.0987654320988,4.37037037037037,8.7962962962963,1.37654320987654,0.0802469135802469,1.04320987654321,4.12962962962963,0.395061728395062,0.209876543209877,3.47530864197531,5.32098765432099,0.258,0.327,0.395,0.722,98,13.462962962963,0.981481481481482,0.191358024691358,0.203703703703704,0.314814814814815,0.160493827160494,7.15432098765432,FALSE
